station_id,name,lat,lon,precip_mm_2025
USC00338769,WARREN 3 S,41.2019,-80.8106,896.4
USC00338775,WARSAW 6 WSW,40.2878,-82.0967,1107.5
USC00338794,WASHINGTON COURT HOUSE,39.5353,-83.4239,1192.1
USC00338822,WAUSEON WTP,41.5183,-84.1453,731.1
USC00338830,WAVERLY,39.1114,-82.9797,1145.2
USC00338951,WESTERVILLE,40.1267,-82.9442,1043.2
USC00338965,W LIBERTY,40.2678,-83.7711,1090.0
USC00338990,W MANCHESTER 3 WSW,39.8731,-84.6556,1008.4
USC00339050,W UNION 6 ENE,38.8053,-83.4353,1258.6
USC00339220,WFO WILMINGTON,39.4217,-83.8222,1180.4
USC00339293,WINCHESTER 7 NNW,39.0414,-83.7047,1165.6
USC00339358,XENIA 3 N,39.7369,-83.9367,1224.5
USC00339361,XENIA 6 SSE,39.6131,-83.9058,1083.9
USW00004804,COLUMBUS OHIO STATE UNIV AP,40.0783,-83.0783,814.5
USW00004842,WOOSTER WAYNE CO AP,40.8733,-81.8886,848.1
USW00004849,ELYRIA LORAIN CO AP,41.3464,-82.1789,350.9
USW00004850,LIMA ALLEN CO AP,40.7081,-84.0214,752.2
USW00004851,DEFIANCE AP,41.3358,-84.4286,691.0
USW00004852,NEW PHILA CLEVER FLD,40.4703,-81.4217,675.4
USW00004853,CLEVELAND BURKE LAKEFRONT AP,41.5256,-81.6692,768.3
USW00004857,ASHTABULA CO AP,41.7794,-80.6969,622.3
USW00004858,NEWARK HEATH AP,40.0264,-82.4633,931.3
USW00013841,CINCINNATI,39.4206,-83.8214,1124.3
USW00014813,AKRON FULTON INTL AP,41.0372,-81.4633,787.2
USW00014820,CLEVELAND,41.4133,-81.86,997.1
USW00014821,JOHN GLENN INTL AP,39.9906,-82.8769,1003.3
USW00014825,FINDLAY AP,41.0136,-83.6681,678.7
USW00014846,SANDUSKY,41.45,-82.7167,785.2
USW00014852,YOUNGSTOWN-WARREN RGNL AP,41.2547,-80.6736,1015.4
USW00014891,MANSFIELD LAHM RGNL AP,40.8203,-82.5178,1056.9
USW00014895,AKRON CANTON AP,40.9181,-81.4433,889.4
USW00053844,LANCASTER FAIRFIELD CO AP,39.7572,-82.6633,988.1
USW00053855,HAMILTON BUTLER CO RGNL AP,39.3611,-84.5206,960.7
USW00053859,DAYTON WRIGHT BROTHERS AP,39.5917,-84.2264,986.4
USW00054856,WOOSTER 3 SSE,40.7642,-81.9103,927.3
USW00063888,SPRINGFIELD BECKLEY AP,39.8403,-83.84,948.2
USW00093812,CINCINNATI MUNI AP LUNKEN FLD,39.1061,-84.4161,1495.7
USW00093815,DAYTON INTL AP,39.9064,-84.2186,1035.6
USW00093824,ZANESVILLE MUNI AP,39.9461,-81.8931,897.6
USW00094830,TOLEDO EXPRESS AP,41.5869,-83.8053,715.6
